26 4.15
9 2.71
51 10.18
69 10.84
104 13.93
73 10.89
15 2.0
19 6.83
5 2.0
51 7.35
84 11.88
72 10.05
21 3.86
62 9.98
75 10.18
82 11.1
36 8.64
2 1.0
20 2.82
27 3.77
5 1.5
95 12.32
56 9.26
37 3.53
68 9.34
32 4.33
41 5.62
4 1.0
63 9.75
29 5.08
116 15.67
2 1.0
87 11.73
49 8.36
67 9.68
65 9.89
11 3.75
53 8.88
51 6.83
45 6.6
8 2.0
97 12.84
9 2.0
58 8.98
16 2.62
76 10.34
49 9.35
11 3.69
52 8.3
5 2.0
48 8.41
89 12.12
73 10.11
93 12.39
34 4.04
58 9.01
32 8.12
3 1.0
13 3.0
21 3.59
101 13.0
69 9.62
2 1.0
5 1.32
17 3.81
1 1.0
77 10.3
19 2.59
1 1.0
63 9.95
4 1.84
41 8.53
29 4.47
35 8.7
74 10.88
89 12.77
63 9.84
24 5.65
40 8.79
63 10.65
62 10.18
45 8.64
9 3.49
65 9.33
48 9.15
3 1.0
103 13.73
14 1.68
17 4.43
64 9.14
8 2.39
62 9.42
72 10.43
2 1.0
20 3.12
61 9.5
16 2.55
2 1.0
68 10.5
90 12.09
77 11.51
57 9.32
43 8.45
104 13.36
107 14.41
86 12.18
83 11.4
57 9.52
39 8.34
33 8.02
87 11.7
56 9.83
76 10.96
50 7.42
112 14.84
6 1.0
60 8.92
101 13.3
99 13.35
42 8.11
61 9.96
46 8.7
2 1.0
91 12.49
74 10.75
76 10.61
58 9.49
77 10.64
97 12.88
55 8.81
66 10.65
4 1.0
44 8.49
82 11.01
48 8.89
71 10.37
