-0.49772215 231
0.42729998 163
-0.2254777 227
-1.0373273 270
0.14105749 189
0.5244155 162
0.037760735 184
1.0215931 98
-1.6236992 281
2.1676435 35
-0.2232008 210
0.10807276 191
-0.58940935 247
1.2403445 71
-0.35112858 224
-0.63335514 230
-0.6601553 229
-0.7832031 255
1.6247826 48
-0.77549934 235
-0.7446823 241
-0.83637094 230
0.80761814 142
0.6473527 134
0.6323776 142
1.1208768 89
-1.6671014 288
0.25423193 175
-0.01649189 197
1.4773221 59
0.061631203 181
2.44694 19
-0.5866966 264
-1.2092009 263
0.61534214 135
-0.59071255 234
1.3825965 85
2.0131283 40
-1.3302941 262
-0.19748259 207
-1.2132154 264
1.0398226 102
-0.28179216 210
3.2384982 14
-1.0180125 253
0.94075537 119
0.98578644 118
0.004992008 182
-1.6609163 286
0.8468971 137
1.789278 62
0.589736 132
0.86132765 112
-0.89800453 246
1.377821 71
0.075954914 195
0.942708 108
0.31825113 163
-1.9287105 278
0.059137344 197
0.75 130
-2.1771908 297
-1.1119804 280
0.3780384 163
0.59168863 138
1.8566628 43
-1.4996748 278
0.6769767 125
1.0458984 92
-0.71820784 262
0.03255272 202
0.08702278 202
-1.0972223 273
0.30946207 154
0.58528614 141
-0.6662321 239
-1.266602 265
1.4015851 81
-0.29285955 228
1.2675781 76
1.1815314 97
2.0882158 41
1.293077 73
0.8030596 118
-1.7693133 295
-0.9005003 255
-0.46940136 226
0.6660156 143
0.10698748 185
-1.4380436 284
0.09396744 175
-0.4697256 215
-0.5616317 232
2.1728516 33
-0.8528638 255
0.57031155 151
1.731988 38
0.86089325 119
0.19618177 189
-1.4886079 277
1.7394748 55
0.3623047 159
3.222114 5
1.7475028 47
0.07128954 194
2.5098743 24
0.8050122 118
0.91080713 117
-0.6022129 244
0.34993505 152
0.15060854 181
0.70062923 124
-0.71375847 234
0.817492 113
1.4837251 61
0.35102034 154
0.91655874 116
0.10221434 177
-1.1216354 277
-0.9690747 264
-0.7612858 262
0.94813395 108
-1.8391924 284
-0.6013465 237
-1.531466 281
1.0343981 104
-0.42806005 215
2.1698136 25
1.7659502 50
0.6481128 142
0.39507437 169
0.043943882 194
-1.2064891 283
1.5193133 57
-1.1526699 268
-0.4223075 235
2.7019324 20
-0.8317056 261
0.68923664 120
-0.7971997 254
1.0495882 99
-0.73459244 243
0.99207973 91
0.08734846 191
-0.92740774 268
0.20844126 161
0.64474916 120
0.9275174 112
3.5373254 11
0.46245623 170
-1.7365446 287
0.9161234 116
0.5896282 138
-1.3537331 267
0.02094078 186
-0.12988424 220
-1.5144305 289
-1.1795783 280
0.3888893 151
-1.0027122 270
-0.5467663 225
0.74674463 116
0.35004377 158
0.6175132 116
0.2000866 181
1.1250014 110
0.08159733 196
-1.2205954 272
-0.21169615 200
-0.84201336 255
-0.8253026 246
0.10101986 194
1.6050353 51
0.25672722 166
0.100584984 194
1.0758457 115
0.8930125 99
0.28982258 176
-0.6139312 237
0.8460293 128
-1.1485453 271
-0.57020426 224
-0.5227871 225
-1.4108067 284
0.58919287 135
-1.8107638 286
-0.006726265 189
-1.4670138 287
-0.47265577 241
0.8332243 113
-1.6064444 275
-0.8547082 256
0.080946445 188
0.55815935 135
0.06998825 180
0.3374548 164
-1.5221357 281
0.8473301 111
0.71875 127
1.0029283 103
-1.8535147 288
0.5579424 148
0.4680996 147
-2.0641265 291
-1.4261074 274
-0.7731123 270
0.44715643 143
-1.6610246 289
1.0013018 97
1.7307944 36
-0.8752165 266
0.51084995 151
-0.8170562 256
0.50032616 144
0.4014759 164
0.8512378 120
-0.40332127 214
-1.0770402 263
-1.4373918 275
0.7222228 145
-1.3668628 290
-0.8055558 251
-1.0340705 264
0.69292593 152
0.3950734 169
1.9137373 61
-1.4878473 275
2.214192 35
1.3564444 68
0.5729165 141
-1.4518242 274
0.22970915 168
-1.7915587 286
-1.4501958 281
2.1459403 38
-0.52322054 247
0.63910675 147
-0.6975913 255
0.03374529 186
-0.0065107346 200
-0.46929216 235
0.37673712 157
-0.22482634 211
1.7266712 51
1.9303393 41
0.83409405 120
-0.34516144 235
-0.9059253 252
0.20193148 196
-2.7798395 300
-0.32335138 219
-0.9624572 264
0.078342915 195
-1.44032 271
-1.0295134 274
-0.49652815 242
-0.73600197 242
-1.5960288 288
-1.090929 261
0.2777772 153
2.0999355 42
-0.22287321 218
0.010633945 196
0.82660484 126
1.08431 104
0.26746893 176
1.1374779 100
0.77918816 130
-1.4956598 282
0.43088102 156
-0.6166444 240
1.222547 82
0.11490965 183
-0.6569009 231
0.55718327 144
0.49609327 145
-1.6665592 280
-0.9192724 269
0.7000866 135
0.23784542 167
1.5572906 64
0.57139826 136
-0.22244024 210
-0.23404837 212
-0.46245718 245
-2.1024299 297
-1.0872383 277
0.8812928 101
1.0122609 102
0.03830433 178
0.30794287 182
1.6929264 64
0.072591305 189
-1.6609144 268
3.5898433 2
0.45844173 160
-0.9466138 260
-0.12348032 209
-0.09190607 202
-0.006726742 208
